01/09/18 09:38,VFL Rome  -  VFL Amsterdam,1:0,3:0
01/09/18 09:38,VFL Edinburgh  -  VFL Paris,1:0,3:0
01/09/18 09:38,VFL Lisbon  -  VFL Vienna,0:0,2:1
01/09/18 09:38,VFL Madrid  -  VFL London,0:1,1:1
01/09/18 09:38,VFL Bern  -  VFL Athens,1:0,3:0
01/09/18 09:38,VFL Oslo  -  VFL Stockholm,0:1,1:1
01/09/18 09:38,VFL Berlin  -  VFL Copenhagen,3:0,4:0
01/09/18 09:38,VFL Ankara  -  VFL Brussels,0:0,0:0
01/09/18 09:43,VFL Amsterdam  -  VFL Edinburgh,3:0,3:2
01/09/18 09:43,VFL Vienna  -  VFL Berlin,0:0,0:0
01/09/18 09:43,VFL London  -  VFL Ankara,3:0,6:0
01/09/18 09:43,VFL Copenhagen  -  VFL Rome,1:0,1:1
01/09/18 09:43,VFL Athens  -  VFL Madrid,0:1,0:3
01/09/18 09:43,VFL Stockholm  -  VFL Lisbon,0:1,0:2
01/09/18 09:43,VFL Brussels  -  VFL Oslo,1:3,1:4
01/09/18 09:43,VFL Paris  -  VFL Bern,3:0,3:1
01/09/18 09:47,VFL Bern  -  VFL Amsterdam,0:0,1:1
01/09/18 09:47,VFL Berlin  -  VFL Stockholm,0:1,1:2
01/09/18 09:47,VFL Edinburgh  -  VFL Copenhagen,1:0,1:0
01/09/18 09:47,VFL Ankara  -  VFL Athens,0:0,0:0
01/09/18 09:47,VFL Rome  -  VFL Vienna,0:1,0:1
01/09/18 09:47,VFL Madrid  -  VFL Paris,3:0,4:0
01/09/18 09:47,VFL London  -  VFL Brussels,0:1,0:1
01/09/18 09:47,VFL Lisbon  -  VFL Oslo,2:0,3:1
01/09/18 09:52,VFL Oslo  -  VFL Berlin,0:1,0:1
01/09/18 09:52,VFL Paris  -  VFL Ankara,1:0,1:1
01/09/18 09:52,VFL Copenhagen  -  VFL Bern,0:1,2:1
01/09/18 09:52,VFL Amsterdam  -  VFL Madrid,0:0,0:0
01/09/18 09:52,VFL Athens  -  VFL London,2:1,3:2
01/09/18 09:52,VFL Vienna  -  VFL Edinburgh,0:0,1:0
01/09/18 09:52,VFL Stockholm  -  VFL Rome,1:0,2:0
01/09/18 09:52,VFL Brussels  -  VFL Lisbon,0:0,1:0
01/09/18 09:56,VFL Ankara  -  VFL Amsterdam,1:0,1:2
01/09/18 09:56,VFL Athens  -  VFL Brussels,1:0,2:0
01/09/18 09:56,VFL London  -  VFL Paris,0:0,0:0
01/09/18 09:56,VFL Rome  -  VFL Oslo,0:3,1:4
01/09/18 09:56,VFL Edinburgh  -  VFL Stockholm,2:0,4:2
01/09/18 09:56,VFL Madrid  -  VFL Copenhagen,2:0,3:0
01/09/18 09:56,VFL Berlin  -  VFL Lisbon,1:1,1:3
01/09/18 09:56,VFL Bern  -  VFL Vienna,0:1,0:1
01/09/18 10:01,VFL Stockholm  -  VFL Bern,0:0,2:0
01/09/18 10:01,VFL Copenhagen  -  VFL Ankara,0:0,0:0
01/09/18 10:01,VFL Brussels  -  VFL Berlin,0:2,0:3
01/09/18 10:01,VFL Paris  -  VFL Athens,1:0,1:0
01/09/18 10:01,VFL Vienna  -  VFL Madrid,0:1,0:1
01/09/18 10:01,VFL Amsterdam  -  VFL London,0:0,2:0
01/09/18 10:01,VFL Lisbon  -  VFL Rome,1:0,1:0
01/09/18 10:01,VFL Oslo  -  VFL Edinburgh,2:0,5:0
01/09/18 10:06,VFL Edinburgh  -  VFL Lisbon,0:1,1:2
01/09/18 10:06,VFL Athens  -  VFL Amsterdam,1:0,2:0
01/09/18 10:06,VFL Paris  -  VFL Brussels,2:0,4:0
01/09/18 10:06,VFL Bern  -  VFL Oslo,3:1,4:2
01/09/18 10:06,VFL Ankara  -  VFL Vienna,0:2,1:2
01/09/18 10:06,VFL Rome  -  VFL Berlin,0:1,1:2
01/09/18 10:06,VFL Madrid  -  VFL Stockholm,2:0,4:1
01/09/18 10:06,VFL London  -  VFL Copenhagen,0:0,0:0
01/09/18 10:10,VFL Berlin  -  VFL Edinburgh,1:0,1:0
01/09/18 10:10,VFL Copenhagen  -  VFL Athens,1:1,1:2
01/09/18 10:10,VFL Amsterdam  -  VFL Paris,1:1,2:1
01/09/18 10:10,VFL Stockholm  -  VFL Ankara,1:0,2:0
01/09/18 10:10,VFL Oslo  -  VFL Madrid,0:2,1:3
01/09/18 10:10,VFL Vienna  -  VFL London,0:3,1:4
01/09/18 10:10,VFL Brussels  -  VFL Rome,1:0,2:0
01/09/18 10:10,VFL Lisbon  -  VFL Bern,0:0,0:0
01/09/18 10:15,VFL Edinburgh  -  VFL Rome,0:3,0:4
01/09/18 10:15,VFL Amsterdam  -  VFL Brussels,1:0,2:0
01/09/18 10:15,VFL Madrid  -  VFL Lisbon,0:0,2:1
01/09/18 10:15,VFL London  -  VFL Stockholm,1:2,4:3
01/09/18 10:15,VFL Paris  -  VFL Copenhagen,0:0,2:0
01/09/18 10:15,VFL Bern  -  VFL Berlin,0:0,1:0
01/09/18 10:15,VFL Ankara  -  VFL Oslo,1:3,1:4
01/09/18 10:15,VFL Athens  -  VFL Vienna,0:0,0:0
01/09/18 10:19,VFL Lisbon  -  VFL Ankara,4:0,6:0
01/09/18 10:19,VFL Copenhagen  -  VFL Amsterdam,2:2,2:3
01/09/18 10:19,VFL Rome  -  VFL Bern,1:1,3:1
01/09/18 10:19,VFL Berlin  -  VFL Madrid,0:0,0:1
01/09/18 10:19,VFL Vienna  -  VFL Paris,0:2,0:2
01/09/18 10:19,VFL Oslo  -  VFL London,0:2,1:2
01/09/18 10:19,VFL Stockholm  -  VFL Athens,0:0,1:0
01/09/18 10:19,VFL Brussels  -  VFL Edinburgh,1:0,1:0
01/09/18 10:24,VFL Amsterdam  -  VFL Vienna,2:2,3:2
01/09/18 10:24,VFL Madrid  -  VFL Rome,1:2,1:3
01/09/18 10:24,VFL Copenhagen  -  VFL Brussels,1:0,1:0
01/09/18 10:24,VFL Paris  -  VFL Stockholm,1:1,1:2
01/09/18 10:24,VFL Athens  -  VFL Oslo,0:1,1:1
01/09/18 10:24,VFL Ankara  -  VFL Berlin,0:1,0:2
01/09/18 10:24,VFL Bern  -  VFL Edinburgh,1:0,2:2
01/09/18 10:24,VFL London  -  VFL Lisbon,1:0,2:0
01/09/18 10:28,VFL Stockholm  -  VFL Amsterdam,1:0,1:2
01/09/18 10:28,VFL Lisbon  -  VFL Athens,1:0,1:0
01/09/18 10:28,VFL Rome  -  VFL Ankara,1:1,4:1
01/09/18 10:28,VFL Brussels  -  VFL Bern,0:0,1:0
01/09/18 10:28,VFL Edinburgh  -  VFL Madrid,0:1,0:1
01/09/18 10:28,VFL Berlin  -  VFL London,1:0,3:0
01/09/18 10:28,VFL Oslo  -  VFL Paris,3:0,5:2
01/09/18 10:28,VFL Vienna  -  VFL Copenhagen,1:0,2:1
01/09/18 10:33,VFL Madrid  -  VFL Bern,0:1,1:1
01/09/18 10:33,VFL Paris  -  VFL Lisbon,0:2,0:3
01/09/18 10:33,VFL Athens  -  VFL Berlin,2:1,2:2
01/09/18 10:33,VFL London  -  VFL Rome,0:3,0:4
01/09/18 10:33,VFL Amsterdam  -  VFL Oslo,0:1,0:4
01/09/18 10:33,VFL Vienna  -  VFL Brussels,0:1,0:3
01/09/18 10:33,VFL Ankara  -  VFL Edinburgh,0:0,0:0
01/09/18 10:33,VFL Copenhagen  -  VFL Stockholm,0:0,1:1
01/09/18 10:38,VFL Oslo  -  VFL Copenhagen,0:1,0:4
01/09/18 10:38,VFL Lisbon  -  VFL Amsterdam,0:1,0:3
01/09/18 10:38,VFL Stockholm  -  VFL Vienna,0:1,1:1
01/09/18 10:38,VFL Bern  -  VFL Ankara,0:1,2:1
01/09/18 10:38,VFL Rome  -  VFL Athens,0:0,0:0
01/09/18 10:38,VFL Brussels  -  VFL Madrid,1:1,1:1
01/09/18 10:38,VFL Berlin  -  VFL Paris,0:0,1:0
01/09/18 10:38,VFL Edinburgh  -  VFL London,0:1,0:2
01/09/18 10:42,VFL London  -  VFL Bern,2:1,2:1
01/09/18 10:42,VFL Vienna  -  VFL Oslo,0:0,1:1
01/09/18 10:42,VFL Stockholm  -  VFL Brussels,0:0,0:0
01/09/18 10:42,VFL Ankara  -  VFL Madrid,1:1,1:2
01/09/18 10:42,VFL Athens  -  VFL Edinburgh,3:1,6:1
01/09/18 10:42,VFL Copenhagen  -  VFL Lisbon,0:2,0:2
01/09/18 10:42,VFL Paris  -  VFL Rome,1:0,1:1
01/09/18 10:42,VFL Amsterdam  -  VFL Berlin,4:0,5:0
01/09/18 10:47,VFL Vienna  -  VFL Lisbon,0:0,0:1
01/09/18 10:47,VFL Amsterdam  -  VFL Rome,1:0,2:0
01/09/18 10:47,VFL Copenhagen  -  VFL Berlin,0:2,1:3
01/09/18 10:47,VFL London  -  VFL Madrid,0:0,2:1
01/09/18 10:47,VFL Stockholm  -  VFL Oslo,0:1,2:1
01/09/18 10:47,VFL Paris  -  VFL Edinburgh,1:0,2:0
01/09/18 10:47,VFL Brussels  -  VFL Ankara,1:2,2:3
01/09/18 10:47,VFL Athens  -  VFL Bern,1:1,2:1
01/09/18 10:51,VFL Madrid  -  VFL Athens,0:0,2:1
01/09/18 10:51,VFL Bern  -  VFL Paris,1:0,1:1
01/09/18 10:51,VFL Ankara  -  VFL London,1:1,1:2
01/09/18 10:51,VFL Rome  -  VFL Copenhagen,1:0,3:0
01/09/18 10:51,VFL Edinburgh  -  VFL Amsterdam,0:1,0:2
01/09/18 10:51,VFL Lisbon  -  VFL Stockholm,0:0,1:0
01/09/18 10:51,VFL Oslo  -  VFL Brussels,2:0,5:1
01/09/18 10:51,VFL Berlin  -  VFL Vienna,2:0,3:0
01/09/18 10:56,VFL Vienna  -  VFL Rome,2:1,2:2
01/09/18 10:56,VFL Oslo  -  VFL Lisbon,1:0,1:1
01/09/18 10:56,VFL Stockholm  -  VFL Berlin,0:0,0:1
01/09/18 10:56,VFL Paris  -  VFL Madrid,0:3,1:4
01/09/18 10:56,VFL Copenhagen  -  VFL Edinburgh,0:0,0:0
01/09/18 10:56,VFL Amsterdam  -  VFL Bern,2:0,5:0
01/09/18 10:56,VFL Brussels  -  VFL London,0:0,2:1
01/09/18 10:56,VFL Athens  -  VFL Ankara,1:2,2:2
01/09/18 11:01,VFL Rome  -  VFL Stockholm,1:2,2:3
01/09/18 11:01,VFL Berlin  -  VFL Oslo,1:0,3:0
01/09/18 11:01,VFL Edinburgh  -  VFL Vienna,2:0,2:1
01/09/18 11:01,VFL London  -  VFL Athens,0:0,3:0
01/09/18 11:01,VFL Ankara  -  VFL Paris,1:0,2:1
01/09/18 11:01,VFL Madrid  -  VFL Amsterdam,2:2,4:3
01/09/18 11:01,VFL Lisbon  -  VFL Brussels,1:0,1:0
01/09/18 11:01,VFL Bern  -  VFL Copenhagen,2:0,2:0
01/09/18 11:05,VFL Oslo  -  VFL Rome,1:0,1:2
01/09/18 11:05,VFL Copenhagen  -  VFL Madrid,0:0,0:0
